OCID,CONTRACT_TITLE,CONTRACT_TYPE,PROCUREMENT_METHOD,BUYER_NAME,SUPPLIER_NAMES,CONTRACT_START_DATE,CONTRACT_END_DATE,CONTRACT_AMOUNT,CONTRACT_CURRENCY
357,El Salto  1 Fracc. 2 (244394),Concesión,Concesión minera,Secretaría de Economía,Nusantara de Mexico S.A. de C.V.,2018,2024,534.5163,Hectáreas
358,La Palma (244477),Concesión,Concesión minera,Secretaría de Economía,Solitario Mexico,2018,2024,96.2294,Hectáreas
359,Morelos 4 (244667),Concesión,Concesión minera,Secretaría de Economía,Solitario Mexico,2018,2024,4.0754,Hectáreas
360,Teo (244811),Concesión,Concesión minera,Secretaría de Economía,Rrm Exploracion S.A.P.I. De C.V.,2018,2024,11129.2368,Hectáreas
361,La Palma (245145),Concesión,Concesión minera,Secretaría de Economía,Solitario Mexico,2018,2024,100,Hectáreas
362,Llano Del Nogal Fracc. I (245917),Concesión,Concesión minera,Secretaría de Economía,Minera Evrim S.A de C.V.,2018,2024,3774.3543,Hectáreas
363,Yegua U (245729),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,3469.4768,Hectáreas
364,Toro U (245792),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,2323.1978,Hectáreas
365,Rey Tercero U (245470),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,1423.599,Hectáreas
366,El Toro (245558),Concesión,Concesión minera,Secretaría de Economía,Recursos Millrock S. de R.L. de C.V.,2018,2024,190.0806,Hectáreas
367,Las Chispas 3-A (245423),Concesión,Concesión minera,Secretaría de Economía,Compañía Minera La Llamarada S.A. de C.V.,2018,2024,1.0809,Hectáreas
368,Las Chispas 3-B (245424),Concesión,Concesión minera,Secretaría de Economía,Compañía Minera La Llamarada S.A. de C.V.,2018,2024,0.3879,Hectáreas
369,Las Chispas 3-C (245425),Concesión,Concesión minera,Secretaría de Economía,Compañía Minera La Llamarada S.A. de C.V.,2018,2024,0.3413,Hectáreas
370,Las Chispas 3-D (245426),Concesión,Concesión minera,Secretaría de Economía,Compañía Minera La Llamarada S.A. de C.V.,2018,2024,0.3359,Hectáreas
371,Las Chispas 3-E (245427),Concesión,Concesión minera,Secretaría de Economía,Compañía Minera La Llamarada S.A. de C.V.,2018,2024,0.4241,Hectáreas
372,Las Chispas 3-F (245428),Concesión,Concesión minera,Secretaría de Economía,Compañía Minera La Llamarada S.A. de C.V.,2018,2024,5.6112,Hectáreas
